text,category,vendor,taxable,grand_total
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Vividh Enterprises
Address: Industrial Area, West Bengal, India
GSTIN: 19NPTYA4646G1ZE | PAN: NPTYA4646G
State / State Code: West Bengal (19)

Invoice No: BILL/19/61412
Invoice Date: 07/01/2026
Reverse Charge (RCM): No
Place of Supply: West Bengal (19)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Donation to employee welfare fund and disaster rehabilitation cess
  HSN/SAC: 999119 | Qty: 3 | Rate: INR 5,175.02 | Amount: INR 15,525.06
  Item: Unclassified administrative charges and miscellaneous office expense
  HSN/SAC: 998399 | Qty: 5 | Rate: INR 1,055.80 | Amount: INR 5,279.00
  Item: General municipal vendor registration renewal fee and stamp paper charges
  HSN/SAC: 999119 | Qty: 2 | Rate: INR 1,023.74 | Amount: INR 2,047.48

--------------------------------------------------
Subtotal / Taxable Value: INR 22,851.54
IGST (28%): INR 6,398.43
Total Tax Amount: INR 6,398.43
GRAND TOTAL (INCL. TAX): INR 29,249.97
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000332047 | IFSC: HDFC0001234
Authorized Signatory for Vividh Enterprises
==================================================",Other,Vividh Enterprises,22851.539999999997,29249.97
"==================================================
gst tax invoice
==================================================
supplier / vendor: featherlite workspaces pvt ltd
address: industrial area, maharashtra, india
gstin: 27brghf9726n4z2 | pan: brghf9726n
state / state code: maharashtra (27)

invoice no: tax/26-27/744
invoice date: 16/06/2026
reverse charge (rcm): no
place of supply: maharashtra (27)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: hp enterprise rack server proliant dl380 gen10 xeon
  hsn/sac: 847141 | qty: 4 | rate: inr 177,927.93 | amount: inr 711,711.72

--------------------------------------------------
subtotal / taxable value: inr 711,711.72
cgst (6.0%): inr 42,702.71
sgst (6.0%): inr 42,702.71
total tax amount: inr 85,405.41
grand total (incl. tax): inr 797,117.13
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000932104 | ifsc: hdfc0001234
authorized signatory for featherlite workspaces pvt ltd
==================================================",Capital Goods & Office Assets,Featherlite Workspaces Pvt Ltd,711711.72,797117.13
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Intuit QuickBooks Online India
Address: Industrial Area, Karnataka, India
GSTIN: 29FTPVC7724S4ZG | PAN: FTPVC7724S
State / State Code: Karnataka (29)

Invoice No: INV-2026-7757
Invoice Date: 28/11/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Jira Software Premium & Confluence Cloud Annual Subscription 50 seats
  HSN/SAC: 998315 | Qty: 2 | Rate: INR 82,149.34 | Amount: INR 164,298.68
  Item: Postman Enterprise API platform team license
  HSN/SAC: 998315 | Qty: 5 | Rate: INR 8,363.72 | Amount: INR 41,818.60
  Item: Datadog infrastructure APM synthetic monitoring SaaS subscription
  HSN/SAC: 998315 | Qty: 7 | Rate: INR 7,914.35 | Amount: INR 55,400.45

--------------------------------------------------
Subtotal / Taxable Value: INR 261,517.73
CGST (6.0%): INR 15,691.07
SGST (6.0%): INR 15,691.07
Total Tax Amount: INR 31,382.13
GRAND TOTAL (INCL. TAX): INR 292,899.86
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000557619 | IFSC: HDFC0001234
Authorized Signatory for Intuit QuickBooks Online India
==================================================",Software & Subscriptions,Intuit QuickBooks Online India,261517.72999999998,292899.86
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Hetzner Online Compute Services
Address: Industrial Area, Karnataka, India
GSTIN: 29IRLHB4935H3ZL | PAN: IRLHB4935H
State / State Code: Karnataka (29)

Invoice No: BILL/29/40246
Invoice Date: 01/05/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Virtual private cloud direct connect link 1Gbps bandwidth Mumbai region
  HSN/SAC: 998314 | Qty: 10 | Rate: INR 4,783.13 | Amount: INR 47,831.30
  Item: Dedicated Cloud Server hosting, load balancer setup & VPC peering bandwidth
  HSN/SAC: 998313 | Qty: 7 | Rate: INR 4,141.06 | Amount: INR 28,987.42

--------------------------------------------------
Subtotal / Taxable Value: INR 76,818.72
IGST (28%): INR 21,509.24
Total Tax Amount: INR 21,509.24
GRAND TOTAL (INCL. TAX): INR 98,327.96
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000608640 | IFSC: HDFC0001234
Authorized Signatory for Hetzner Online Compute Services
==================================================",Cloud Infrastructure,Hetzner Online Compute Services,76818.72,98327.96
"==================================================
original for recipient - tax invoice
==================================================
supplier / vendor: slack technologies salesforce india
address: industrial area, maharashtra, india
gstin: 27ceiyr2381y2z0 | pan: ceiyr2381y
state / state code: maharashtra (27)

invoice no: inv-2026-2351
invoice date: 21/05/2026
reverse charge (rcm): no
place of supply: maharashtra (27)

billed to / recipient:
billwise enterprises private limited
gstin: 27aaacb1234f1z5
state: maharashtra (27)

--------------------------------------------------
line items & particulars
--------------------------------------------------
  item: postman enterprise api platform team license
  hsn/sac: 998315 | qty: 3 | rate: inr 13,742.52 | amount: inr 41,227.56
  item: jira software premium & confluence cloud annual subscription 50 seats
  hsn/sac: 998315 | qty: 2 | rate: inr 71,127.28 | amount: inr 142,254.56

--------------------------------------------------
subtotal / taxable value: inr 183,482.12
cgst (9.0%): inr 16,513.39
sgst (9.0%): inr 16,513.39
total tax amount: inr 33,026.78
grand total (incl. tax): inr 216,508.90
--------------------------------------------------
payment terms: net 30 days | mode: neft/rtgs
bank name: hdfc bank | a/c: 502000194740 | ifsc: hdfc0001234
authorized signatory for slack technologies salesforce india
==================================================",Software & Subscriptions,Slack Technologies Salesforce India,183482.12,216508.9
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Staples Office Supplies India
Address: Industrial Area, Gujarat, India
GSTIN: 24WXTOE3755H2ZB | PAN: WXTOE3755H
State / State Code: Gujarat (24)

Invoice No: INV-2026-5353
Invoice Date: 12/09/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Branded brochures, visiting cards & packaging labels customized printing
  HSN/SAC: 491110 | Qty: 8 | Rate: INR 943.43 | Amount: INR 7,547.44
  Item: Document filing folders, plastic poly pockets & box files 100 pcs
  HSN/SAC: 392610 | Qty: 7 | Rate: INR 463.84 | Amount: INR 3,246.88
  Item: JK Copier A4 Paper 75 GSM 50 Reams bulk box supply
  HSN/SAC: 480256 | Qty: 6 | Rate: INR 2,743.67 | Amount: INR 16,462.02

--------------------------------------------------
Subtotal / Taxable Value: INR 27,256.34
IGST (18%): INR 4,906.14
Total Tax Amount: INR 4,906.14
GRAND TOTAL (INCL. TAX): INR 32,162.48
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000321369 | IFSC: HDFC0001234
Authorized Signatory for Staples Office Supplies India
==================================================",Office Supplies & Stationery,Staples Office Supplies India,27256.34,32162.48
"==================================================
GST TAX INVOICE
==================================================
Supplier / Vendor: Delhi Jal Board Commercial Water Supply
Address: Industrial Area, Karnataka, India
GSTIN: 29QIJVV1707R1ZI | PAN: QIJVV1707R
State / State Code: Karnataka (29)

Invoice No: GST/2909/2026
Invoice Date: 05/04/2026
Reverse Charge (RCM): No
Place of Supply: Karnataka (29)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Municipal commercial water tanker & wastewater pipeline utility cess
  HSN/SAC: 996912 | Qty: 10 | Rate: INR 1,076.74 | Amount: INR 10,767.40
  Item: Commercial high tension electricity tariff consumption 8500 units billing
  HSN/SAC: 996911 | Qty: 10 | Rate: INR 8,148.50 | Amount: INR 81,485.00
  Item: Piped natural gas (PNG) commercial supply for cafeteria and boiler
  HSN/SAC: 996921 | Qty: 2 | Rate: INR 7,445.61 | Amount: INR 14,891.22

--------------------------------------------------
Subtotal / Taxable Value: INR 107,143.62
CGST (9.0%): INR 9,642.92
SGST (9.0%): INR 9,642.92
Total Tax Amount: INR 19,285.85
GRAND TOTAL (INCL. TAX): INR 126,429.47
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000105938 | IFSC: HDFC0001234
Authorized Signatory for Delhi Jal Board Commercial Water Supply
==================================================",Utilities,Delhi Jal Board Commercial Water Supply,107143.62,126429.47
"==================================================
ORIGINAL FOR RECIPIENT - TAX INVOICE
==================================================
Supplier / Vendor: Dentsu Aegis Network India
Address: Industrial Area, Gujarat, India
GSTIN: 24XGDBF2735A1ZP | PAN: XGDBF2735A
State / State Code: Gujarat (24)

Invoice No: DEN-29193
Invoice Date: 28/12/2026
Reverse Charge (RCM): No
Place of Supply: Gujarat (24)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Google Ads PPC search campaigns, display network clicks & remarketing
  HSN/SAC: 998361 | Qty: 9 | Rate: INR 9,800.24 | Amount: INR 88,202.16
  Item: Print media newspaper advertisement publication Quarter Page Economic Times
  HSN/SAC: 998361 | Qty: 4 | Rate: INR 26,026.69 | Amount: INR 104,106.76

--------------------------------------------------
Subtotal / Taxable Value: INR 192,308.92
CGST (2.5%): INR 4,807.73
SGST (2.5%): INR 4,807.73
Total Tax Amount: INR 9,615.45
GRAND TOTAL (INCL. TAX): INR 201,924.37
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000419754 | IFSC: HDFC0001234
Authorized Signatory for Dentsu Aegis Network India
==================================================",Marketing & Advertising,Dentsu Aegis Network India,192308.91999999998,201924.37
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: VRL Logistics Ltd
Address: Industrial Area, Tamil Nadu, India
GSTIN: 33FJXWO7999W4ZD | PAN: FJXWO7999W
State / State Code: Tamil Nadu (33)

Invoice No: TAX/26-27/751
Invoice Date: 11/01/2026
Reverse Charge (RCM): Yes
Place of Supply: Tamil Nadu (33)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Local tempo transit and carton loading / unloading cartage
  HSN/SAC: 996511 | Qty: 1 | Rate: INR 8,200.00 | Amount: INR 8,200.00

--------------------------------------------------
Subtotal / Taxable Value: INR 8,200.00
CGST (6.0%): INR 492.00
SGST (6.0%): INR 492.00
Total Tax Amount: INR 984.00
GRAND TOTAL (INCL. TAX): INR 9,184.00
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000757795 | IFSC: HDFC0001234
Authorized Signatory for VRL Logistics Ltd
==================================================",Freight & Transport,VRL Logistics Ltd,8200.0,9184.0
"==================================================
COMMERCIAL TAX INVOICE
==================================================
Supplier / Vendor: Haldiram Caterers & Banquets
Address: Industrial Area, Haryana, India
GSTIN: 06THLKX3936H3ZL | PAN: THLKX3936H
State / State Code: Haryana (06)

Invoice No: GST/6324/2026
Invoice Date: 01/02/2026
Reverse Charge (RCM): No
Place of Supply: Haryana (06)

Billed To / Recipient:
BillWise Enterprises Private Limited
GSTIN: 27AAACB1234F1Z5
State: Maharashtra (27)

--------------------------------------------------
LINE ITEMS & PARTICULARS
--------------------------------------------------
  Item: Monthly executive cafeteria lunch meal passes & cafeteria catering
  HSN/SAC: 996332 | Qty: 4 | Rate: INR 10,873.20 | Amount: INR 43,492.80

--------------------------------------------------
Subtotal / Taxable Value: INR 43,492.80
IGST (5%): INR 2,174.64
Total Tax Amount: INR 2,174.64
GRAND TOTAL (INCL. TAX): INR 45,667.44
--------------------------------------------------
Payment Terms: Net 30 Days | Mode: NEFT/RTGS
Bank Name: HDFC Bank | A/C: 502000896629 | IFSC: HDFC0001234
Authorized Signatory for Haldiram Caterers & Banquets
==================================================",Food & Entertainment,Haldiram Caterers & Banquets,43492.8,45667.44
